PyGithub/github/AccessToken.py:AccessToken:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/CheckRun.py:CheckRun:name, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CheckRun.py:CheckRun:node_id, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CheckRun.py:CheckRun:output, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CheckRun.py:CheckRun:pull_requests, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CheckRun.py:CheckRun:started_at, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CheckRun.py:CheckRun:status, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CheckRun.py:CheckRun:url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CheckRun.py:CheckRun:edit, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/CheckRun.py:CheckRun:edit, method, all, [BUILT_IN], , [BUILT_IN]: all
PyGithub/github/CheckRun.py:CheckRun:edit, method, dict, [BUILT_IN], , [BUILT_IN]: dict
PyGithub/github/CheckRun.py:CheckRun:edit, method, started_at.strftime, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: started_at:strftime
PyGithub/github/CheckRun.py:CheckRun:edit, method, completed_at.strftime, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: completed_at:strftime
PyGithub/github/CheckRun.py:CheckRun:edit, method, self._useAttributes, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_useAttributes
PyGithub/github/CheckRun.py:CheckRun:_useAttributes, method, self._makeClassAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeClassAttribute
PyGithub/github/CheckRun.py:CheckRun:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/CheckRun.py:CheckRun:_useAttributes, method, self._makeDatetimeAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeDatetimeAttribute
PyGithub/github/CheckRun.py:CheckRun:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/CheckRun.py:CheckRun:_useAttributes, method, self._makeListOfClassesAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeListOfClassesAttribute
PyGithub/github/CheckRunAnnotation.py:CheckRunAnnotation:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/CheckRunAnnotation.py:CheckRunAnnotation:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/CheckRunAnnotation.py:CheckRunAnnotation:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/CheckRunOutput.py:CheckRunOutput:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/CheckRunOutput.py:CheckRunOutput:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/CheckRunOutput.py:CheckRunOutput:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/CheckSuite.py:CheckSuite:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/CheckSuite.py:CheckSuite:after, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CheckSuite.py:CheckSuite:app, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CheckSuite.py:CheckSuite:before, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CheckSuite.py:CheckSuite:check_runs_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CheckSuite.py:CheckSuite:conclusion, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CheckSuite.py:CheckSuite:created_at, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CheckSuite.py:CheckSuite:head_branch, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CheckSuite.py:CheckSuite:head_commit, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CheckSuite.py:CheckSuite:head_sha, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CheckSuite.py:CheckSuite:id, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CheckSuite.py:CheckSuite:latest_check_runs_count, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CheckSuite.py:CheckSuite:pull_requests, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CheckSuite.py:CheckSuite:repository, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CheckSuite.py:CheckSuite:status, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CheckSuite.py:CheckSuite:updated_at, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CheckSuite.py:CheckSuite:url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CheckSuite.py:CheckSuite:get_check_runs, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/CheckSuite.py:CheckSuite:get_check_runs, method, dict, [BUILT_IN], , [BUILT_IN]: dict
PyGithub/github/CheckSuite.py:CheckSuite:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/CheckSuite.py:CheckSuite:_useAttributes, method, self._makeClassAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeClassAttribute
PyGithub/github/CheckSuite.py:CheckSuite:_useAttributes, method, self._makeDatetimeAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeDatetimeAttribute
PyGithub/github/CheckSuite.py:CheckSuite:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/CheckSuite.py:CheckSuite:_useAttributes, method, self._makeListOfClassesAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeListOfClassesAttribute
PyGithub/github/Clones.py:Clones:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/Clones.py:Clones:_useAttributes, method, self._makeDatetimeAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeDatetimeAttribute
PyGithub/github/Clones.py:Clones:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/Commit.py:Commit:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/Commit.py:Commit:author, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Commit.py:Commit:comments_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Commit.py:Commit:commit, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Commit.py:Commit:committer, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Commit.py:Commit:files, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Commit.py:Commit:html_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Commit.py:Commit:parents, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Commit.py:Commit:sha, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Commit.py:Commit:stats, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Commit.py:Commit:url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Commit.py:Commit:create_comment, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/Commit.py:Commit:create_status, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/Commit.py:Commit:get_check_runs, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/Commit.py:Commit:get_check_runs, method, dict, [BUILT_IN], , [BUILT_IN]: dict
PyGithub/github/Commit.py:Commit:get_check_suites, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/Commit.py:Commit:get_check_suites, method, dict, [BUILT_IN], , [BUILT_IN]: dict
PyGithub/github/Commit.py:Commit:_useAttributes, method, self._makeClassAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeClassAttribute
PyGithub/github/Commit.py:Commit:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/Commit.py:Commit:_useAttributes, method, self._makeListOfClassesAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeListOfClassesAttribute
PyGithub/github/CommitCombinedStatus.py:CommitCombinedStatus:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/CommitCombinedStatus.py:CommitCombinedStatus:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/CommitCombinedStatus.py:CommitCombinedStatus:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/CommitCombinedStatus.py:CommitCombinedStatus:_useAttributes, method, self._makeClassAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeClassAttribute
PyGithub/github/CommitCombinedStatus.py:CommitCombinedStatus:_useAttributes, method, self._makeListOfClassesAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeListOfClassesAttribute
PyGithub/github/CommitComment.py:CommitComment:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/CommitComment.py:CommitComment:body, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CommitComment.py:CommitComment:commit_id, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CommitComment.py:CommitComment:created_at, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CommitComment.py:CommitComment:html_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CommitComment.py:CommitComment:id, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CommitComment.py:CommitComment:line, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CommitComment.py:CommitComment:path, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CommitComment.py:CommitComment:position, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CommitComment.py:CommitComment:updated_at, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CommitComment.py:CommitComment:url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CommitComment.py:CommitComment:user, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/CommitComment.py:CommitComment:edit, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/CommitComment.py:CommitComment:edit, method, self._useAttributes, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_useAttributes
PyGithub/github/CommitComment.py:CommitComment:create_reaction, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/CommitComment.py:CommitComment:delete_reaction, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/CommitComment.py:CommitComment:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/CommitComment.py:CommitComment:_useAttributes, method, self._makeDatetimeAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeDatetimeAttribute
PyGithub/github/CommitComment.py:CommitComment:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/CommitComment.py:CommitComment:_useAttributes, method, self._makeClassAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeClassAttribute
PyGithub/github/CommitStats.py:CommitStats:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/CommitStatus.py:CommitStatus:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/CommitStatus.py:CommitStatus:_useAttributes, method, self._makeDatetimeAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeDatetimeAttribute
PyGithub/github/CommitStatus.py:CommitStatus:_useAttributes, method, self._makeClassAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeClassAttribute
PyGithub/github/CommitStatus.py:CommitStatus:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/CommitStatus.py:CommitStatus:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/Comparison.py:Comparison:ahead_by, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Comparison.py:Comparison:base_commit, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Comparison.py:Comparison:behind_by, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Comparison.py:Comparison:commits, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Comparison.py:Comparison:diff_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Comparison.py:Comparison:files, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Comparison.py:Comparison:html_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Comparison.py:Comparison:merge_base_commit, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Comparison.py:Comparison:patch_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Comparison.py:Comparison:permalink_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Comparison.py:Comparison:status, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Comparison.py:Comparison:total_commits, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Comparison.py:Comparison:url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Comparison.py:Comparison:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/Comparison.py:Comparison:_useAttributes, method, self._makeClassAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeClassAttribute
PyGithub/github/Comparison.py:Comparison:_useAttributes, method, self._makeListOfClassesAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeListOfClassesAttribute
PyGithub/github/Comparison.py:Comparison:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/ContentFile.py:ContentFile:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/ContentFile.py:ContentFile:content, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/ContentFile.py:ContentFile:decoded_content, method, base64.b64decode, [CLASS] [STDLIB], , [CLASS] [STDLIB]: base64:b64decode
PyGithub/github/ContentFile.py:ContentFile:download_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/ContentFile.py:ContentFile:encoding, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/ContentFile.py:ContentFile:git_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/ContentFile.py:ContentFile:html_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/ContentFile.py:ContentFile:license, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/ContentFile.py:ContentFile:name, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/ContentFile.py:ContentFile:path, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/ContentFile.py:ContentFile:sha, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/ContentFile.py:ContentFile:size, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
